idposition,idcollar,acquisitiontime,scts,origincode,ecefx,ecefy,ecefz,latitude,longitude,height,dop,idfixtype,positionerror,satcount,ch01satid,ch01satcnr,ch02satid,ch02satcnr,ch03satid,ch03satcnr,ch04satid,ch04satcnr,ch05satid,ch05satcnr,ch06satid,ch06satcnr,ch07satid,ch07satcnr,ch08satid,ch08satcnr,ch09satid,ch09satcnr,ch10satid,ch10satcnr,ch11satid,ch11satcnr,ch12satid,ch12satcnr,idmortalitystatus,activity,mainvoltage,backupvoltage,temperature,transformedx,transformedy
59000800,1000001,2018-07-09T22:56:13,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.44,3.44,26,NA,NA
59000805,1000001,2018-07-09T23:09:59,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.44,3.44,28,NA,NA
59000816,1000001,2018-07-09T23:56:47,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.44,3.44,28,NA,NA
59000826,1000001,2018-07-10T00:33:26,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.44,3.44,27,NA,NA
59000834,1000001,2018-07-10T01:12:21,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.44,3.44,28,NA,NA
59000839,1000001,2018-07-10T01:26:07,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.42,3.44,28,NA,NA
59000982,1000001,2000-01-01T11:06:44,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.44,3.44,24,NA,NA
59000990,1000001,2000-01-01T18:14:06,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.4,3.4,27,NA,NA
59000998,1000001,2000-01-01T21:42:38,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3.38,3.38,22,NA,NA
59001007,1000001,2000-01-02T00:18:49,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3.38,2.14,23,NA,NA
59001014,1000001,2000-01-02T03:48:50,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3.38,2.36,24,NA,NA
59000422,1000001,2000-01-01T03:01:40,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.4,3.4,26,NA,NA
59000403,1000001,2018-07-10T02:09:07,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.44,3.44,26,NA,NA
59000407,1000001,2018-07-10T02:21:08,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.42,3.44,27,NA,NA
59000455,1000001,2018-07-10T03:10:07,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.42,3.42,28,NA,NA
59000464,1000001,2018-07-10T03:20:56,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.44,3.44,27,NA,NA
59000392,1000001,2018-03-15T09:26:25,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.38,3.38,23,NA,NA
59000433,1000001,2018-03-18T12:01:39,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.44,3.44,17,NA,NA
59000633,1000001,2018-07-09T18:44:30,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.44,3.44,29,NA,NA
59000644,1000001,2018-07-10T06:43:17,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.4,3.42,22,NA,NA
59000652,1000001,2000-01-01T23:09:12,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.38,3.4,27,NA,NA
59000657,1000001,2000-01-02T00:08:45,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.38,3.4,28,NA,NA
59000670,1000001,2000-01-02T06:04:17,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.38,3.38,23,NA,NA
59000676,1000001,2018-07-09T19:12:04,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.44,3.44,29,NA,NA
59000686,1000001,2000-01-02T11:39:40,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.42,3.42,23,NA,NA
59000693,1000001,2018-07-09T19:44:25,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.44,3.44,28,NA,NA
59000700,1000001,2018-07-09T20:11:41,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.44,3.44,28,NA,NA
59000707,1000001,2018-07-09T20:39:16,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.44,3.44,28,NA,NA
59000718,1000001,2000-01-02T21:47:01,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.38,3.38,22,NA,NA
59000726,1000001,2000-01-02T22:47:34,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.38,3.38,23,NA,NA
59000729,1000001,2000-01-03T02:44:02,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.42,3.44,26,NA,NA
59000739,1000001,2000-01-03T18:36:16,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.42,3.44,26,NA,NA
59000744,1000001,2000-01-04T03:13:43,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.44,3.44,28,NA,NA
59000756,1000001,2000-01-04T16:23:42,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.42,3.44,25,NA,NA
59000763,1000001,2018-07-09T21:34:58,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.44,3.44,28,NA,NA
59000769,1000001,2000-01-05T04:38:46,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.44,3.44,28,NA,NA
59000781,1000001,2018-07-09T22:18:35,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.44,3.44,28,NA,NA
59000790,1000001,2018-07-09T22:21:21,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.44,3.44,28,NA,NA
59000803,1000001,2018-07-09T23:04:29,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.44,3.44,28,NA,NA
59000809,1000001,2018-07-09T23:20:57,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.44,3.44,28,NA,NA
59000814,1000001,2018-07-09T23:51:16,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.44,3.44,28,NA,NA
59000825,1000001,2018-07-10T00:31:40,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3.44,3.44,27,NA,NA
59000833,1000001,2018-07-10T01:09:35,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.42,3.44,28,NA,NA
59000980,1000001,2000-01-01T07:33:39,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.38,2.14,23,NA,NA
59000986,1000001,2000-01-01T16:03:28,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.44,3.44,24,NA,NA
59000992,1000001,2000-01-01T19:40:14,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3.38,3.38,22,NA,NA
59001001,1000001,2000-01-01T22:45:01,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.38,3.38,22,NA,NA
59001011,1000001,2000-01-02T02:18:50,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3.38,2.32,24,NA,NA
59001018,1000001,2000-01-02T05:50:47,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3.38,2.18,23,NA,NA
59000423,1000001,2000-01-01T03:01:41,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.38,3.38,26,NA,NA
59000402,1000001,2018-07-10T02:01:20,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.42,3.44,28,NA,NA
59000410,1000001,2018-07-10T02:29:24,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.42,3.44,28,NA,NA
59000418,1000001,2018-07-10T02:53:32,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.42,3.44,27,NA,NA
59000465,1000001,2018-07-10T03:23:38,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.42,3.44,28,NA,NA
59000393,1000001,2018-03-15T09:56:25,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.38,3.38,23,NA,NA
59000428,1000001,2018-03-16T00:01:40,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.42,3.44,19,NA,NA
59000438,1000001,2018-03-18T17:13:59,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.42,3.42,17,NA,NA
59000444,1000001,2018-03-18T22:26:29,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.42,3.42,17,NA,NA
59000474,1000001,2018-03-19T07:46:16,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.38,3.38,22,NA,NA
59000498,1000001,2018-07-09T15:16:38,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3.44,3.44,28,NA,NA
59000543,1000001,2018-07-09T15:51:45,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.44,3.44,28,NA,NA
59000570,1000001,2018-07-09T16:18:24,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.44,3.44,28,NA,NA
59000582,1000001,2018-07-09T16:37:42,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.44,3.44,29,NA,NA
59000596,1000001,2018-07-09T17:13:18,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.44,3.44,30,NA,NA
59000942,1000001,2000-01-01T01:01:46,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.38,1.94,22,NA,NA
59000951,1000001,2000-01-01T02:01:43,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3.38,2.1,23,NA,NA
59000957,1000001,2000-01-01T02:31:44,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3.38,3.38,21,NA,NA
59000965,1000001,2000-01-01T04:27:00,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3.38,2.14,23,NA,NA
59000975,1000001,2000-01-01T06:31:43,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3.38,2.08,23,NA,NA
59001023,1000001,2017-09-25T12:30:08,2018-07-10T09:30:45,C,3789033,911473,5032189,52.4305639667509,13.5258277451202,40,1.6,5,NA,10,1,41,8,47,10,41,11,44,22,41,24,38,32,41,14,32,28,35,27,38,NA,NA,NA,NA,1,0,3.4,3.4,25,NA,NA
59001030,1000001,2017-09-25T13:51:39,2018-07-10T09:30:45,C,3789033,911471,5032188,52.4305618192708,13.5257991564977,39,1.8,5,NA,9,11,47,14,44,19,41,22,41,31,47,32,44,3,35,17,44,1,38,NA,NA,NA,NA,NA,NA,1,0,3.4,3.4,25,NA,NA
59001039,1000001,2017-09-25T14:36:08,2018-07-10T09:30:45,C,3789036,911474,5032194,52.4305689214254,13.5258317236991,46,1.6,5,NA,10,1,47,3,47,11,41,14,44,23,44,31,44,32,47,22,35,17,41,19,41,NA,NA,NA,NA,1,0,3.5,3.52,24,NA,NA
59001050,1000001,2017-10-12T15:09:17,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.42,1.8,20,NA,NA
59001054,1000001,2017-10-12T19:19:07,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.42,1.66,19,NA,NA
59001063,1000001,2017-10-13T03:36:07,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.42,1.58,18,NA,NA
59001071,1000001,2017-10-13T09:36:26,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.38,2.1,23,NA,NA
59001083,1000001,2018-03-12T18:58:38,2018-07-10T09:30:45,C,3789034,911475,5032154,52.4303619310251,13.5258528951541,13,9.8,4,NA,4,26,29,29,29,31,29,21,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.42,3.42,20,NA,NA
59001088,1000001,2018-03-13T00:01:38,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3.42,3.42,19,NA,NA
59001099,1000001,2018-03-13T07:54:12,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.38,3.38,22,NA,NA
59001105,1000001,2018-03-13T10:54:12,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.38,3.38,23,NA,NA
59001111,1000001,2018-03-14T00:01:38,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.42,3.44,20,NA,NA
59001120,1000001,2018-03-15T00:01:39,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3.42,3.42,19,NA,NA
59000648,1000001,2018-07-10T06:54:23,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.4,3.42,23,NA,NA
59000656,1000001,2000-01-02T00:01:39,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3.44,3.44,27,NA,NA
59000668,1000001,2018-07-09T19:09:22,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.44,3.44,29,NA,NA
59000674,1000001,2000-01-02T07:54:11,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.42,3.44,26,NA,NA
59000684,1000001,2000-01-02T09:56:38,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.42,3.44,25,NA,NA
59000690,1000001,2000-01-02T13:42:11,2018-07-10T09:30:45,C,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3.42,3.42,22,NA,NA
